pressure1,pressure2,pressure3,stress1,stress2,stress3,stress4,stress5,stress6,stress7,x,y,z
0.05,0,-0.05,10664,10136,9943,10071,10588,10434,10233,0,-348,0
-0.05,0,-0.04,10664,10137,9942,10071,10589,10434,10234,0,-347,0
0,0,-0.05,10664,10137,9941,10071,10589,10434,10234,0,-347,1
-0.05,0,-0.05,10665,10137,9943,10071,10588,10434,10234,0,-347,1
-0.05,0,-0.05,10663,10136,9942,10072,10589,10434,10234,0,-346,0
-0.05,0,-0.04,10663,10137,9943,10072,10589,10434,10234,0,-347,1
-0.05,0,-0.05,10663,10136,9942,10072,10589,10434,10233,0,-347,1
-0.04,0,-0.05,10664,10137,9942,10072,10589,10434,10234,-1,-347,1
-0.04,0,-0.09,10664,10136,9942,10072,10589,10434,10234,-1,-347,1
0.52,0,-0.05,10664,10136,9942,10072,10589,10434,10234,-1,-347,1
3.93,0,0,10663,10137,9941,10071,10588,10433,10232,-1,-347,2
4.53,0,0,10664,10137,9940,10070,10588,10433,10230,2,-348,4
4.75,0,0.05,10664,10137,9940,10071,10588,10433,10230,4,-349,6
5.34,0,0.04,10663,10137,9940,10069,10588,10432,10229,5,-349,7
5.88,0,0.1,10663,10137,9939,10069,10587,10432,10229,6,-350,8
6.68,0,0.05,10663,10138,9939,10069,10587,10432,10227,7,-350,9
6.98,0,0.05,10663,10138,9939,10069,10587,10432,10227,8,-351,10
7.37,0,0.1,10663,10137,9938,10068,10587,10430,10226,9,-351,10
7.74,0,0.1,10663,10138,9938,10068,10587,10431,10225,10,-351,11
8.45,0,0.14,10663,10138,9936,10068,10586,10431,10225,11,-351,12
9.04,0,0.14,10663,10138,9937,10068,10586,10431,10224,12,-352,13
9.33,0,0.15,10663,10138,9936,10067,10586,10431,10224,13,-352,13
9.81,0,0.15,10662,10138,9935,10067,10586,10431,10222,14,-352,15
10.6,0,0.24,10662,10138,9935,10067,10586,10431,10221,15,-353,15
11.1,0,0.19,10662,10138,9936,10067,10586,10430,10220,17,-353,16
11.94,0,0.15,10662,10137,9934,10065,10586,10430,10219,18,-354,18
11.81,0,0.2,10662,10138,9934,10065,10586,10430,10219,19,-354,19
12.38,0,0.24,10662,10137,9933,10066,10585,10430,10219,20,-354,20
12.72,0,0.2,10661,10138,9932,10066,10585,10430,10217,21,-354,20
13.56,0,0.25,10661,10138,9933,10066,10585,10430,10217,22,-355,21
14.05,0,0.2,10661,10138,9931,10065,10584,10430,10216,23,-355,22
14.39,0,0.25,10661,10138,9932,10065,10585,10428,10215,24,-355,23
14.83,0,0.25,10661,10138,9931,10065,10584,10430,10214,25,-356,24
15.57,0,0.25,10660,10139,9930,10063,10585,10430,10212,26,-356,25
16.25,0,0.29,10660,10137,9931,10064,10584,10429,10212,27,-356,26
17.04,0,0.29,10660,10138,9929,10064,10584,10429,10210,28,-356,27
16.94,0,0.29,10660,10138,9930,10062,10584,10429,10209,30,-357,28
17.3,0,0.29,10661,10138,9930,10062,10584,10428,10208,30,-357,29
18.06,0,0.3,10661,10138,9930,10062,10583,10429,10207,31,-357,30
18.67,0,0.34,10660,10138,9929,10062,10584,10428,10203,32,-357,30
18.93,0,0.34,10660,10137,9929,10062,10584,10428,10201,33,-358,30
19.26,0,0.34,10660,10139,9928,10062,10583,10428,10197,34,-358,32
19.67,0,0.43,10660,10139,9929,10062,10583,10428,10191,35,-358,33
19.48,0,0.35,10660,10137,9928,10062,10583,10427,10189,36,-358,34
19.37,0,0.39,10660,10138,9928,10061,10582,10427,10187,37,-358,34
19.23,0,0.44,10660,10140,9928,10061,10582,10427,10186,37,-358,34
18.12,0,0.4,10660,10138,9927,10061,10582,10427,10186,37,-358,34
17.31,0,0.39,10659,10139,9928,10061,10583,10427,10187,36,-358,34
17.2,0,0.35,10660,10138,9928,10062,10583,10427,10187,35,-358,33
16.58,0,0.44,10660,10138,9928,10061,10582,10428,10188,35,-358,32
16.05,0,0.44,10659,10138,9928,10062,10583,10427,10188,34,-357,32
15.25,0,0.49,10659,10139,9928,10063,10582,10428,10189,33,-357,31
15.1,0,0.64,10660,10138,9930,10062,10582,10428,10189,32,-357,30
14.47,0,0.74,10660,10137,9930,10062,10583,10428,10190,31,-357,30
14.03,0,0.98,10659,10137,9929,10063,10582,10427,10191,30,-357,29
13.38,0,0.98,10660,10137,9930,10063,10582,10429,10191,29,-357,28
13.03,0,0.98,10660,10137,9931,10062,10583,10429,10192,28,-356,28
12.59,0,0.98,10660,10137,9930,10063,10583,10429,10194,28,-356,27
12.07,0,0.98,10660,10137,9931,10063,10583,10429,10194,26,-356,26
11.42,0,0.94,10660,10136,9931,10064,10583,10430,10195,25,-356,26
10.98,0,0.98,10660,10137,9932,10063,10582,10430,10196,24,-356,25
10.08,0,0.94,10660,10136,9932,10064,10583,10429,10198,23,-355,24
10.13,0,0.98,10661,10136,9933,10064,10584,10430,10199,22,-355,23
9.6,0,0.94,10660,10137,9932,10065,10584,10430,10200,21,-355,22
9.16,0,0.98,10661,10137,9933,10065,10584,10429,10200,20,-355,22
8.41,0,0.99,10661,10135,9933,10064,10584,10430,10202,19,-354,21
7.92,0,0.98,10661,10137,9935,10065,10584,10430,10204,18,-354,20
7.67,0,0.94,10661,10137,9934,10065,10584,10430,10205,17,-354,19
7.24,0,0.98,10661,10137,9934,10065,10584,10430,10207,16,-353,18
6.46,0,0.98,10662,10137,9934,10065,10585,10430,10208,15,-353,18
6,0,0.94,10662,10137,9935,10067,10585,10431,10209,14,-353,17
5.33,0,0.94,10661,10136,9935,10066,10585,10431,10212,12,-353,15
5.06,0,0.93,10662,10137,9934,10067,10585,10431,10214,12,-352,15
4.92,0,0.94,10662,10136,9935,10067,10585,10432,10214,10,-352,14
4.65,0,0.98,10662,10136,9936,10067,10585,10431,10215,11,-352,13
3.46,0,0.98,10662,10136,9938,10066,10586,10432,10217,9,-351,13
2.95,0,0.93,10662,10137,9938,10068,10586,10433,10220,8,-351,11
2.7,0,0.98,10663,10136,9939,10068,10585,10432,10221,6,-350,10
2.28,0,0.98,10663,10136,9938,10068,10586,10432,10223,5,-350,10
1.49,0,0.98,10662,10136,9940,10068,10586,10432,10224,4,-350,9
0.95,0,0.98,10662,10135,9939,10069,10587,10433,10225,3,-349,8
0.15,0,1.59,10663,10135,9940,10069,10587,10434,10227,2,-349,7
0.09,0,1.96,10663,10135,9941,10069,10586,10432,10227,0,-348,6
0.2,0,1.87,10663,10135,9943,10070,10586,10433,10227,-1,-348,5
0.34,0,1.87,10663,10135,9941,10070,10586,10434,10227,-2,-348,6
1.16,0,1.97,10663,10135,9940,10069,10586,10433,10227,-2,-348,6
2.05,0,1.97,10663,10135,9942,10069,10586,10434,10226,-2,-348,6
2.98,0,2.02,10662,10135,9941,10070,10586,10433,10225,-2,-349,7
2.8,0,2.02,10663,10135,9940,10068,10585,10433,10224,-1,-349,8
3.38,0,2.06,10663,10135,9940,10069,10585,10432,10223,0,-349,8
3.78,0,2.02,10663,10135,9940,10068,10586,10432,10223,1,-350,9
4.56,0,2.07,10663,10135,9940,10068,10585,10432,10222,1,-350,9
5.14,0,2.11,10663,10134,9939,10068,10585,10431,10221,3,-350,10
5.89,0,2.16,10663,10136,9938,10067,10585,10431,10221,3,-350,12
5.94,0,2.16,10663,10135,9939,10068,10585,10432,10220,4,-351,13
6.29,0,2.17,10663,10135,9939,10067,10584,10432,10218,6,-351,13
6.91,0,2.21,10662,10136,9937,10067,10585,10431,10218,5,-351,14
7.6,0,2.22,10662,10135,9937,10065,10585,10431,10216,6,-352,15
7.96,0,2.26,10662,10135,9937,10066,10584,10431,10215,8,-352,16
8.4,0,2.21,10662,10135,9937,10066,10584,10430,10212,8,-352,16
8.83,0,2.16,10662,10136,9936,10065,10584,10431,10210,10,-353,17
9.67,0,2.21,10662,10136,9935,10065,10584,10430,10206,10,-353,18
10.15,0,2.16,10662,10135,9935,10065,10583,10430,10205,11,-353,19
10.85,0,2.07,10661,10135,9934,10064,10583,10430,10202,13,-354,20
10.95,0,2.01,10661,10135,9934,10065,10583,10431,10201,14,-354,21
11.49,0,2.06,10661,10135,9934,10064,10582,10430,10200,15,-355,22
11.92,0,2.02,10661,10136,9932,10064,10583,10430,10198,16,-355,23
12.44,0,2.02,10661,10136,9934,10064,10583,10430,10197,17,-355,23
13.25,0,2.02,10661,10136,9932,10063,10583,10429,10195,18,-355,24
14.04,0,2.06,10659,10136,9933,10063,10582,10429,10195,19,-356,25
13.94,0,2.02,10660,10136,9932,10063,10582,10428,10194,21,-356,26
14.35,0,2.02,10660,10135,9932,10062,10582,10429,10191,21,-356,27
14.97,0,2.02,10660,10136,9930,10062,10582,10428,10191,22,-356,27
15.76,0,2.02,10661,10136,9930,10062,10582,10428,10190,23,-356,28
15.87,0,2.06,10660,10136,9930,10062,10582,10428,10188,24,-357,29
16.45,0,2.02,10660,10136,9930,10062,10581,10428,10187,25,-357,30
16.94,0,2.02,10660,10136,9930,10061,10581,10427,10186,26,-357,31
17.73,0,2.06,10659,10136,9929,10061,10581,10428,10186,27,-357,32
17.89,0,2.06,10660,10136,9929,10061,10581,10428,10185,28,-357,33
18.47,0,2.02,10660,10136,9927,10062,10581,10427,10183,29,-358,33
18.91,0,2.06,10660,10136,9929,10061,10580,10426,10183,30,-358,34
19.75,0,2.11,10660,10135,9929,10060,10581,10426,10180,31,-358,35
19.82,0,2.11,10660,10136,9928,10060,10580,10426,10181,32,-358,36
19.57,0,2.21,10659,10136,9927,10060,10580,10426,10179,33,-359,37
19.01,0,2.54,10659,10136,9927,10060,10580,10427,10179,34,-358,37
18.3,0,3.05,10659,10136,9928,10060,10580,10426,10180,33,-359,37
18.05,0,2.95,10659,10135,9927,10060,10579,10427,10180,32,-358,37
17.51,0,2.95,10659,10135,9927,10060,10580,10426,10180,31,-359,37
17.03,0,2.9,10660,10136,9928,10060,10580,10427,10180,30,-358,36
16.23,0,2.9,10660,10136,9928,10061,10580,10426,10181,29,-358,36
16.12,0,2.95,10659,10135,9929,10060,10579,10426,10181,29,-358,35
15.45,0,2.95,10659,10134,9929,10061,10579,10426,10182,27,-358,35
14.88,0,2.95,10660,10135,9929,10061,10580,10427,10182,28,-358,34
14.22,0,2.95,10660,10135,9930,10060,10580,10427,10184,26,-358,34
14.12,0,2.9,10659,10135,9930,10061,10580,10427,10185,25,-358,33
13.62,0,2.95,10659,10135,9930,10061,10580,10428,10186,24,-357,32
13.1,0,2.95,10660,10135,9930,10061,10580,10428,10186,23,-357,31
12.31,0,2.95,10660,10135,9931,10062,10581,10427,10187,23,-357,31
11.95,0,2.95,10660,10135,9931,10062,10581,10428,10188,21,-357,30
11.57,0,3,10660,10135,9931,10062,10581,10429,10189,20,-357,29
11.22,0,2.95,10660,10134,9931,10061,10581,10428,10190,19,-356,28
10.43,0,2.95,10660,10135,9932,10063,10581,10428,10190,19,-356,27
9.98,0,2.95,10660,10135,9932,10062,10581,10430,10193,18,-356,26
9.6,0,2.95,10660,10134,9933,10063,10581,10429,10193,17,-356,26
9.3,0,2.95,10660,10135,9933,10063,10581,10429,10194,16,-355,25
8.47,0,2.95,10661,10134,9933,10063,10582,10430,10195,15,-355,24
7.8,0,2.91,10660,10135,9934,10063,10582,10430,10198,13,-355,23
7.1,0,2.95,10661,10133,9934,10064,10582,10430,10199,12,-354,22
7.13,0,2.99,10661,10134,9934,10064,10583,10430,10200,11,-354,21
6.7,0,2.95,10661,10134,9935,10065,10582,10430,10201,10,-354,20
6.44,0,2.95,10661,10135,9935,10065,10583,10430,10201,9,-354,20
5.83,0,2.95,10661,10135,9936,10065,10583,10430,10203,8,-353,19
5.41,0,2.95,10661,10135,9937,10065,10583,10431,10204,7,-353,18
4.1,0,2.95,10660,10135,9935,10065,10582,10431,10206,6,-353,17
4.09,0,2.95,10662,10134,9936,10066,10584,10431,10209,6,-352,16
3.65,0,2.95,10662,10134,9938,10066,10584,10432,10211,3,-352,15
3.31,0,2.99,10662,10134,9937,10066,10584,10432,10212,3,-351,14
2.52,0,2.99,10663,10135,9938,10067,10583,10432,10214,1,-351,13
1.84,0,2.95,10662,10135,9939,10067,10584,10432,10216,0,-351,13
1.1,0,2.95,10662,10134,9940,10068,10585,10433,10219,-1,-350,11
1.22,0,2.99,10663,10135,9940,10069,10585,10433,10220,-2,-350,10
0.7,0,3.28,10663,10135,9940,10068,10584,10433,10221,-3,-349,10
0.35,0,3.93,10663,10134,9941,10068,10584,10433,10221,-4,-349,9
0.49,0,3.98,10663,10133,9940,10069,10585,10433,10221,-6,-349,9
0.54,0,3.93,10663,10133,9941,10069,10584,10433,10221,-7,-349,9
0.59,0,3.93,10663,10134,9942,10068,10585,10433,10221,-7,-349,9
0.83,0,3.98,10663,10133,9942,10068,10584,10432,10221,-8,-349,8
2.18,0,3.98,10662,10134,9940,10068,10584,10433,10221,-8,-348,9
3.17,0,4.03,10663,10132,9941,10068,10584,10432,10220,-7,-349,10
3.94,0,4.03,10662,10134,9940,10068,10584,10433,10217,-5,-349,11
3.87,0,4.03,10663,10133,9940,10068,10584,10432,10216,-4,-350,12
4.28,0,4.08,10663,10133,9940,10067,10583,10431,10215,-4,-350,13
4.9,0,4.08,10662,10135,9939,10067,10583,10432,10214,-3,-350,14
5.64,0,4.08,10663,10134,9939,10066,10583,10432,10212,-3,-351,15
6.04,0,4.08,10662,10133,9939,10066,10582,10432,10208,0,-351,16
6.43,0,4.12,10662,10132,9938,10066,10583,10431,10208,0,-351,16
6.82,0,4.09,10662,10134,9937,10065,10582,10431,10206,0,-352,17
7.6,0,4.13,10661,10133,9938,10066,10583,10431,10205,1,-352,18
8.09,0,4.13,10662,10133,9937,10065,10582,10430,10203,2,-353,19
8.84,0,4.13,10661,10134,9937,10065,10582,10430,10200,3,-353,20
8.9,0,4.13,10662,10134,9936,10064,10582,10430,10199,5,-353,21
9.43,0,4.08,10662,10134,9935,10064,10582,10430,10199,5,-354,22
9.82,0,4.08,10660,10134,9935,10064,10582,10430,10197,6,-354,22
10.61,0,4.04,10661,10134,9934,10064,10581,10430,10197,7,-354,23
11.1,0,4.08,10661,10135,9935,10063,10582,10429,10195,9,-354,24
11.4,0,4.08,10661,10134,9934,10063,10581,10430,10193,9,-355,25
11.92,0,4.08,10661,10134,9933,10063,10581,10430,10192,11,-355,26
12.43,0,4.08,10660,10133,9932,10063,10581,10429,10191,11,-355,26
12.98,0,4.08,10661,10135,9933,10063,10581,10426,10189,13,-356,27
13.36,0,4.08,10660,10134,9932,10062,10581,10428,10189,14,-356,28
13.99,0,4.03,10660,10134,9932,10062,10581,10428,10187,15,-356,29
14.73,0,4.08,10660,10134,9931,10062,10580,10428,10187,16,-356,30
14.9,0,4.08,10660,10135,9932,10061,10580,10428,10185,17,-356,31
15.52,0,4.03,10660,10134,9931,10060,10580,10427,10185,18,-357,32
15.86,0,4.03,10659,10134,9930,10061,10580,10428,10183,19,-357,33
16.8,0,4.03,10660,10134,9930,10061,10580,10428,10182,20,-357,33
16.81,0,4.04,10659,10134,9929,10060,10579,10427,10181,21,-358,34
17.49,0,4.08,10660,10135,9930,10060,10579,10428,10181,22,-358,35
17.92,0,4.08,10660,10135,9930,10060,10579,10427,10180,23,-358,36
18.82,0,4.08,10660,10134,9929,10060,10579,10426,10178,23,-358,37
19.02,0,4.03,10659,10134,9929,10059,10579,10425,10178,25,-358,38
19.56,0,4.12,10659,10134,9927,10059,10578,10425,10176,26,-359,38
19.66,0,4.18,10658,10135,9928,10059,10579,10426,10176,27,-359,39
19.52,0,4.41,10659,10135,9928,10059,10579,10426,10175,28,-359,40
19.38,0,4.91,10659,10134,9927,10059,10579,10426,10175,27,-359,40
18.81,0,5.02,10658,10134,9927,10059,10578,10426,10174,27,-359,41
18.01,0,4.92,10659,10133,9927,10059,10578,10426,10175,26,-359,41
17.27,0,4.92,10659,10134,9928,10059,10578,10426,10175,25,-359,40
17.1,0,4.92,10659,10133,9928,10059,10578,10427,10175,24,-359,40
16.53,0,4.96,10659,10133,9929,10060,10578,10426,10176,24,-359,39
15.96,0,4.96,10659,10133,9928,10060,10578,10426,10177,23,-359,39
15.21,0,4.87,10659,10134,9930,10059,10578,10426,10177,22,-358,38
15.14,0,4.92,10659,10133,9929,10060,10579,10427,10178,21,-358,37
14.55,0,4.91,10659,10134,9929,10060,10578,10427,10179,20,-358,36
14.09,0,4.97,10660,10133,9930,10060,10578,10427,10178,19,-358,36
13.28,0,4.96,10660,10133,9930,10061,10579,10427,10180,19,-358,35
13.07,0,4.92,10659,10134,9930,10061,10578,10427,10181,18,-357,34
12.5,0,4.96,10659,10133,9932,10060,10578,10427,10182,16,-357,33
12.11,0,4.92,10659,10133,9932,10061,10579,10428,10182,16,-357,33
11.37,0,4.97,10659,10134,9931,10061,10578,10428,10184,15,-357,32
10.94,0,4.96,10660,10133,9931,10061,10579,10428,10184,14,-357,31
10.19,0,4.92,10659,10133,9932,10063,10579,10429,10186,13,-356,30
10.08,0,4.96,10660,10132,9932,10062,10579,10428,10187,11,-356,29
9.59,0,4.96,10660,10133,9932,10062,10580,10429,10188,10,-356,29
9.26,0,4.96,10660,10132,9931,10062,10580,10429,10189,10,-356,28
8.37,0,4.96,10660,10133,9934,10062,10580,10429,10190,9,-355,27
7.89,0,4.92,10660,10133,9934,10063,10580,10430,10191,8,-355,26
7.05,0,4.97,10661,10133,9935,10062,10580,10430,10193,6,-355,25
7.18,0,4.92,10660,10131,9936,10063,10581,10430,10195,5,-354,24
6.85,0,4.92,10661,10132,9935,10063,10580,10430,10195,4,-354,23
6.53,0,4.92,10661,10132,9936,10064,10580,10431,10195,3,-354,23
5.67,0,4.92,10660,10133,9936,10064,10581,10430,10197,3,-353,22
5.26,0,4.92,10661,10133,9936,10064,10581,10431,10199,2,-353,21
4.1,0,4.92,10661,10133,9937,10065,10581,10431,10201,0,-353,20
4.13,0,4.92,10662,10133,9938,10065,10581,10432,10202,-1,-352,19
3.7,0,4.96,10662,10132,9938,10065,10581,10432,10204,-2,-351,18
3.3,0,4.96,10662,10132,9938,10065,10581,10431,10205,-3,-351,17
2.48,0,4.92,10662,10132,9940,10065,10582,10432,10208,-3,-351,16
1.89,0,4.92,10662,10133,9940,10067,10583,10431,10209,-5,-351,16
1.14,0,4.96,10662,10132,9940,10067,10582,10432,10211,-7,-350,14
1.18,0,4.96,10662,10132,9940,10066,10582,10433,10212,-8,-350,13
0.7,0,5.49,10662,10132,9941,10066,10582,10433,10214,-9,-349,12
0.35,0,5.8,10662,10132,9941,10067,10583,10433,10215,-10,-349,12
0.49,0,5.94,10663,10133,9940,10067,10583,10433,10215,-11,-349,12
0.49,0,6,10663,10132,9942,10067,10583,10433,10214,-13,-349,12
0.59,0,6,10663,10131,9941,10066,10582,10433,10215,-13,-349,12
0.78,0,5.95,10663,10131,9943,10067,10582,10433,10214,-14,-348,12
2.09,0,5.99,10662,10132,9942,10066,10583,10432,10213,-14,-348,12
3.25,0,6,10662,10132,9940,10066,10582,10432,10211,-13,-349,13
4.04,0,6.05,10662,10131,9941,10066,10581,10432,10209,-12,-349,14
3.74,0,6,10662,10131,9940,10065,10581,10431,10207,-9,-350,15
4.22,0,6,10662,10132,9940,10065,10581,10432,10206,-9,-350,16
4.95,0,6.04,10662,10132,9940,10065,10581,10432,10205,-8,-350,17
5.74,0,6.04,10662,10131,9939,10065,10581,10431,10204,-8,-351,17
5.9,0,6.09,10662,10132,9940,10064,10581,10431,10201,-6,-351,18
6.48,0,6.05,10662,10133,9939,10065,10581,10431,10201,-6,-352,19
6.82,0,6.05,10662,10132,9938,10064,10581,10431,10199,-5,-352,20
7.56,0,6.09,10662,10131,9938,10064,10580,10430,10198,-5,-352,21
8.14,0,6.1,10661,10131,9938,10064,10581,10431,10196,-2,-352,22
8.88,0,6.14,10661,10132,9937,10063,10580,10430,10195,-3,-353,23
8.85,0,6.14,10661,10131,9936,10063,10580,10430,10193,-1,-353,24
9.38,0,6.15,10661,10132,9936,10063,10580,10430,10193,0,-353,24
9.91,0,6.15,10661,10132,9935,10064,10580,10430,10191,0,-354,25
10.51,0,6.14,10660,10132,9936,10063,10580,10430,10190,1,-354,26
11,0,6.14,10660,10133,9935,10061,10579,10429,10189,3,-355,27
11.35,0,6.1,10661,10132,9934,10062,10579,10429,10188,3,-355,28
11.92,0,6.1,10660,10132,9934,10061,10579,10429,10187,4,-355,29
12.52,0,6.1,10660,10132,9934,10062,10579,10429,10186,6,-355,30
13.11,0,6.05,10660,10132,9933,10060,10579,10428,10185,6,-356,30
14,0,6.1,10661,10132,9933,10061,10578,10428,10184,8,-357,31
